,title,link,,
31,Moderation of Technology Use in the Association Between Self-Isolation During COVID-19 Pandemic and Adolescents' Romantic Relationship Quality,https://www.liebertpub.com//doi/10.1089/cyber.2020.0729,,
32,APRIL: Personal Robots at Your Service,https://www.liebertpub.com//doi/10.1089/cyber.2021.29221.ceu,,
33,How Technology Can Help Post-COVID Anxiety: A Call to Action,https://www.liebertpub.com//doi/10.1089/cyber.2021.29217.editorial,,
34,"Cyber Stalking, Cyber Harassment, and Adult Mental Health: A Systematic Review",https://www.liebertpub.com//doi/10.1089/cyber.2020.0253,,
35,Ready or Not for Contact Tracing? Investigating the Adoption Intention of COVID-19 Contact-Tracing Technology Using an Extended Unified Theory of Acceptance and Use of Technology Model,https://www.liebertpub.com//doi/10.1089/cyber.2020.0483,,
36,The Impact of Social Endorsement Cues and Manipulability Concerns on Perceptions of News Credibility,https://www.liebertpub.com//doi/10.1089/cyber.2020.0566,,
37,Parent?“Child Discrepancies in Reports of Exposure to Violence/Pornography on Mobile Devices and the Impact on Children's Psychosocial Adjustment,https://www.liebertpub.com//doi/10.1089/cyber.2020.0120,,
38,How Does Parental Smartphone Addiction Affect Adolescent Smartphone Addiction?: Testing the Mediating Roles of Parental Rejection and Adolescent Depression,https://www.liebertpub.com//doi/10.1089/cyber.2020.0096,,
39,"Self-Reported and Parental Assessments of Internet Gaming Disorder, and Their Accordance with DSM-5 Criteria in a Clinical Relevant Population",https://www.liebertpub.com//doi/10.1089/cyber.2020.0335,,
40,Cyberbullying in Adolescents: Resilience as a Protective Factor of Mental Health Outcomes,https://www.liebertpub.com//doi/10.1089/cyber.2020.0337,,
41,Taking a Break from Social Media Improves Wellbeing Through Sleep Quality,https://www.liebertpub.com//doi/10.1089/cyber.2020.0217,,
42,My Privacy and Control Matter: Understanding Motivations for Using Untact Services,https://www.liebertpub.com//doi/10.1089/cyber.2020.0350,,
43,EURYKA: Understanding the Political Empowerment of Young People,https://www.liebertpub.com//doi/10.1089/cyber.2021.29218.ceu,,
44,The Ascent of Social Robots,https://www.liebertpub.com//doi/10.1089/cyber.2021.29213.editorial,,
45,Human?“Robot Confluence: Toward a Humane Robotics,https://www.liebertpub.com//doi/10.1089/cyber.2021.29215.gri,,
46,Relationship Development with Humanoid Social Robots: Applying Interpersonal Theories to Human?“Robot Interaction,https://www.liebertpub.com//doi/10.1089/cyber.2020.0181,,
47,Users' Affective and Cognitive Responses to Humanoid Robots in Different Expertise Service Contexts,https://www.liebertpub.com//doi/10.1089/cyber.2020.0170,,
48,"Robots Are Not All the Same: Young Adults' Expectations, Attitudes, and Mental Attribution to Two Humanoid Social Robots",https://www.liebertpub.com//doi/10.1089/cyber.2020.0162,,
49,Emerging Adults' Expectations About the Next Generation of Robots: Exploring Robotic Needs Through a Latent Profile Analysis,https://www.liebertpub.com//doi/10.1089/cyber.2020.0161,,
50,"The Space Between: Nature and Machine Heuristics in Evaluations of Organisms, Cyborgs, and Robots",https://www.liebertpub.com//doi/10.1089/cyber.2020.0165,,
51,Do We Take a Robot's Needs into Account? The Effect of Humanization on Prosocial Considerations Toward Other Human Beings and Robots,https://www.liebertpub.com//doi/10.1089/cyber.2020.0035,,
52,The Robot Made Me Do It: Human?“Robot Interaction and Risk-Taking Behavior,https://www.liebertpub.com//doi/10.1089/cyber.2020.0148,,
53,Effect of Social Anxiety on the Adoption of Robotic Training Partner,https://www.liebertpub.com//doi/10.1089/cyber.2020.0179,,
54,Facing with Collaborative Robots: The Subjective Experience in Senior and Younger Workers,https://www.liebertpub.com//doi/10.1089/cyber.2020.0180,,
55,Machines Like Us and People Like You: Toward Human?“Robot Shared Experience,https://www.liebertpub.com//doi/10.1089/cyber.2021.29216.aga,,
56,Factory2Fit: Artificial Intelligence in the Workplace to Empower Workers' Decisions,https://www.liebertpub.com//doi/10.1089/cyber.2021.29214.ceu,,
57,Kids Will Find a Way: The Benefits of Social Video Games,https://www.liebertpub.com//doi/10.1089/cyber.2021.29211.editorial,,
58,Twenty-Five Years of Social Media: A Review of Social Media Applications and Definitions from 1994 to 2019,https://www.liebertpub.com//doi/10.1089/cyber.2020.0134,,
59,Social Media Use and Adolescent Well-Being: A Narrative Review of Longitudinal Studies,https://www.liebertpub.com//doi/10.1089/cyber.2020.0020,,
60,Internet Addiction and Attention in Adolescents: A Systematic Review,https://www.liebertpub.com//doi/10.1089/cyber.2019.0698,,
61,How Adolescents Use Social Media to Cope with Feelings of Loneliness and Anxiety During COVID-19 Lockdown,https://www.liebertpub.com//doi/10.1089/cyber.2020.0478,,
62,How Does It Feel to Be a Woman Victim of Sexual Harassment? The Effect of 360Â°-Video-Based Virtual Reality on Empathy and Related Variables,https://www.liebertpub.com//doi/10.1089/cyber.2020.0209,,
63,"Loot Boxes, Gambling, and Problem Gambling Among Young People: Results from a Cross-Sectional Online Survey",https://www.liebertpub.com//doi/10.1089/cyber.2020.0299,,
64,"Emotion Regulation Difficulties, Personality, and Problematic Smartphone Use",https://www.liebertpub.com//doi/10.1089/cyber.2020.0328,,
65,Social Media Exposure and College Students' Mental Health During the Outbreak of COVID-19: The Mediating Role of Rumination and the Moderating Role of Mindfulness,https://www.liebertpub.com//doi/10.1089/cyber.2020.0387,,
66,PURE-MAS: Social Intelligent Agents that Perceive their Environment and Act,https://www.liebertpub.com//doi/10.1089/cyber.2021.29212.ceu,,
67,Can Deepfakes Improve Therapy?,https://www.liebertpub.com//doi/10.1089/cyber.2021.29209.editorial,,
68,The Social Impact of Deepfakes,https://www.liebertpub.com//doi/10.1089/cyber.2021.29208.jth,,
69,To Believe or Not to Believe: Framing Analysis of Content and Audience Response of Top 10 Deepfake Videos on YouTube,https://www.liebertpub.com//doi/10.1089/cyber.2020.0176,,
70,Popular Discourse Around Deepfakes and the Interdisciplinary Challenge of Fake Video Distribution,https://www.liebertpub.com//doi/10.1089/cyber.2020.0183,,
71,"Deepfakes: Awareness, Concerns, and Platform Accountability",https://www.liebertpub.com//doi/10.1089/cyber.2020.0100,,
72,?œI Found a More Attractive Deepfaked Self?? The Self-Enhancement Effect in Deepfake Video Exposure,https://www.liebertpub.com//doi/10.1089/cyber.2020.0173,,
73,Face the Uncanny: The Effects of Doppelganger Talking Head Avatars on Affect-Based Trust Toward Artificial Intelligence Technology are Mediated by Uncanny Valley Perceptions,https://www.liebertpub.com//doi/10.1089/cyber.2020.0175,,
74,Effects of Disinformation Using Deepfake: The Protective Effect of Media Literacy Education,https://www.liebertpub.com//doi/10.1089/cyber.2020.0174,,
75,Deepfakes Unmasked: The Effects of Information Priming and Bullshit Receptivity on Deepfake Recognition and Sharing Intention,https://www.liebertpub.com//doi/10.1089/cyber.2020.0149,,
76,The Real Threat of Deepfake Pornography: A Review of Canadian Policy,https://www.liebertpub.com//doi/10.1089/cyber.2020.0272,,
77,MuMMER: How Robotics Can Reboot Social Interaction and Customer Engagement in Shops and Malls,https://www.liebertpub.com//doi/10.1089/cyber.2021.29210.ceu,,
78,Purchasing in a Pandemic? Virtual Consumerism in 2021,https://www.liebertpub.com//doi/10.1089/cyber.2020.29206.editorial,,
79,Surviving COVID-19: The Neuroscience of Smart Working and Distance Learning,https://www.liebertpub.com//doi/10.1089/cyber.2021.0009,,
80,"Associations Between Social Anxiety, Depression, and Use of Mobile Dating Applications",https://www.liebertpub.com//doi/10.1089/cyber.2019.0561,,
81,"Social Context and Gaming Motives Predict Mental Health Better Than Time Played: An Exploratory Regression Analysis with over 13,000 Video Game Players",https://www.liebertpub.com//doi/10.1089/cyber.2020.0234,,
82,Internet Adoption in Older Adults: Findings from the Health and Retirement Study,https://www.liebertpub.com//doi/10.1089/cyber.2019.0736,,
83,"Psychometric Properties of the Compulsive Internet Use Scale in Spain, Colombia, and Mexico",https://www.liebertpub.com//doi/10.1089/cyber.2020.0046,,
84,#Coronavirus: Monitoring the Belgian Twitter Discourse on the Severe Acute Respiratory Syndrome Coronavirus 2 Pandemic,https://www.liebertpub.com//doi/10.1089/cyber.2020.0341,,
85,"Whose Tweets on COVID-19 Gain the Most Attention: Celebrities, Political, or Scientific Authorities?",https://www.liebertpub.com//doi/10.1089/cyber.2020.0336,,
86,"Comparing Smartphone, WhatsApp, Facebook, Instagram, and Snapchat: Which Platform Elicits the Greatest Use Disorder Symptoms?",https://www.liebertpub.com//doi/10.1089/cyber.2020.0156,,
87,"Free Smiles Are Worth a Lot for Social Media Influencers: The Mediating Roles of Warmth, Competence, and Admiration",https://www.liebertpub.com//doi/10.1089/cyber.2020.0323,,
88,Preschoolers' Social Cognitive Development in the Age of Screen Time Ubiquity,https://www.liebertpub.com//doi/10.1089/cyber.2020.0093,,
89,Co4Robots: Achieving High Levels of Coordination Between Interacting Robots and Between Humans and Robots,https://www.liebertpub.com//doi/10.1089/cyber.2020.29207.ceu,,
90,Violent Video Games: Harmful Trigger or Harmless Diversion?,https://www.liebertpub.com//doi/10.1089/cyber.2020.29203.editorial,,
91,"Effects of Violent Video Games: 50 Years on, Where are we now?",https://www.liebertpub.com//doi/10.1089/cyber.2020.29205.vvg,,
92,Effects of Violent Video Games on Aggressive Cognition and Aggressive Behavior,https://www.liebertpub.com//doi/10.1089/cyber.2019.0676,,
93,Growing Up with Grand Theft Auto: A 10-Year Study of Longitudinal Growth of Violent Video Game Play in Adolescents,https://www.liebertpub.com//doi/10.1089/cyber.2020.0049,,
94,Violent Video Games and Aggression Among Young Adults: The Moderating Effects of Adverse Environmental Factors,https://www.liebertpub.com//doi/10.1089/cyber.2020.0018,,
95,A Longitudinal Social Network Perspective on Adolescents' Exposure to Violent Video Games and Aggression,https://www.liebertpub.com//doi/10.1089/cyber.2019.0776,,
96,"The Role of Violent Video Game Exposure, Personality, and Deviant Peers in Aggressive Behaviors Among Adolescents: A Two-Wave Longitudinal Study",https://www.liebertpub.com//doi/10.1089/cyber.2020.0030,,
97,Violent Video Games and Aggression: Stimulation or Catharsis or Both?,https://www.liebertpub.com//doi/10.1089/cyber.2020.0033,,
98,Violent Video Games and the P300: No Evidence to Support the Neural Desensitization Hypothesis,https://www.liebertpub.com//doi/10.1089/cyber.2020.0029,,
99,How to Be Aggressive from Virtual to Reality? Revisiting the Violent Video Games Exposure-Aggression Association and the Mediating Mechanisms,https://www.liebertpub.com//doi/10.1089/cyber.2019.0762,,
100,"?œWho Are the Cyka Blyat???How Empathy, Impulsivity, and Motivations to Play Predict Aggressive Behaviors in Multiplayer Online Games",https://www.liebertpub.com//doi/10.1089/cyber.2020.0041,,
101,Aggressive Video Games Are Not a Risk Factor for Mental Health Problems in Youth: A Longitudinal Study,https://www.liebertpub.com//doi/10.1089/cyber.2020.0027,,
102,EXTEND: Resolution Revolution to Extend Reality,https://www.liebertpub.com//doi/10.1089/cyber.2020.29204.ceu,,
103,Beyond Zoom: The New Reality,https://www.liebertpub.com//doi/10.1089/cyber.2020.29201.editorial,,
104,"Smoking, Vaping, and Tobacco Industry During COVID-19 Pandemic: Twitter Data Analysis",https://www.liebertpub.com//doi/10.1089/cyber.2020.0384,,
105,"Relationship Between Depression Symptoms, Physical Activity, and Addictive Social Media Use",https://www.liebertpub.com//doi/10.1089/cyber.2020.0255,,
106,The Effect of Anonymous Computer-Mediated Communication on State Anxiety: An Experimental Study,https://www.liebertpub.com//doi/10.1089/cyber.2020.0213,,
107,Social Interaction and Pain Threshold in Virtual Reality,https://www.liebertpub.com//doi/10.1089/cyber.2020.0055,,
108,Group Decision-Making in Multi-User Immersive Virtual Reality,https://www.liebertpub.com//doi/10.1089/cyber.2020.0065,,
109,Psychometric Properties of the Nine-Item Korean Internet Gaming Disorder Scale: Short Form,https://www.liebertpub.com//doi/10.1089/cyber.2020.0227,,
110,Mental Health Care Goes Online: Practitioners' Experiences of Providing Mental Health Care During the COVID-19 Pandemic,https://www.liebertpub.com//doi/10.1089/cyber.2020.0370,,
111,Discrimination and Well-Being Among Asians/Asian Americans During COVID-19: The Role of Social Media,https://www.liebertpub.com//doi/10.1089/cyber.2020.0394,,
112,The Study of Perceptual Eye Position Examination and Visual Perceptual Training in Postoperative Intermittent Exotropes,https://www.liebertpub.com//doi/10.1089/cyber.2020.0837,,
113,Social Media Use by Young People Living in Conflict-Affected Regions of Myanmar,https://www.liebertpub.com//doi/10.1089/cyber.2020.0131,,
114,A Content Analysis of Coronavirus Tweets in the United States Just Prior to the Pandemic Declaration,https://www.liebertpub.com//doi/10.1089/cyber.2020.0425,,
115,REELER: Responsible Ethical Learning with Robotics,https://www.liebertpub.com//doi/10.1089/cyber.2020.29202.ceu,,
116,Embodiment Empowers Empathy in Virtual Reality,https://www.liebertpub.com//doi/10.1089/cyber.2020.29199.editorial,,
117,How Parents and Their Children Used Social Media and Technology at the Beginning of the COVID-19 Pandemic and Associations with Anxiety,https://www.liebertpub.com//doi/10.1089/cyber.2020.0284,,
118,If the Mask Fits: Psychological Correlates with Online Self-Presentation Experimentation in Adults,https://www.liebertpub.com//doi/10.1089/cyber.2020.0154,,
119,"Unique and Cumulative Effects of Intimate Partner Cybervictimization Types on Alcohol Use in Lesbian, Gay, and Bisexual Emerging Adults",https://www.liebertpub.com//doi/10.1089/cyber.2019.0773,,
120,Is Social Media Use Changing Who We Are? Examining the Bidirectional Relationship Between Personality and Social Media Use,https://www.liebertpub.com//doi/10.1089/cyber.2019.0744,,
121,"Insecure Attachment and Technology Addiction Among Young Adults: The Mediating Role of Impulsivity, Alexithymia, and General Psychological Distress",https://www.liebertpub.com//doi/10.1089/cyber.2019.0747,,
122,Instagram Advertisements Favor the Left Cheek,https://www.liebertpub.com//doi/10.1089/cyber.2020.0073,,
123,The Spheres & Shield Maze Task: A Virtual Reality Serious Game for the Assessment of Risk Taking in Decision Making,https://www.liebertpub.com//doi/10.1089/cyber.2019.0761,,
124,Global Storm of Stress-Related Psychopathological Symptoms: A Brief Overview on the Usefulness of Virtual Reality in Facing the Mental Health Impact of COVID-19,https://www.liebertpub.com//doi/10.1089/cyber.2020.0339,,
125,Digital Disinformation About COVID-19 and the Third-Person Effect: Examining the Channel Differences and Negative Emotional Outcomes,https://www.liebertpub.com//doi/10.1089/cyber.2020.0363,,
126,"Text-Message Dependency, Executive Function, and Impulsivity in College Students: A Cluster Analysis",https://www.liebertpub.com//doi/10.1089/cyber.2019.0743,,
127,The Effect of Augmented Reality on Consumer Learning for Search and Experience Products in Mobile Commerce,https://www.liebertpub.com//doi/10.1089/cyber.2020.0057,,
128,DE-ENIGMA: Multimodal Human?“Robot Interaction for Teaching and Expanding Social Imagination in Autistic Children,https://www.liebertpub.com//doi/10.1089/cyber.2020.29200.ceu,,
129,Teletherapy: The New Norm?,https://www.liebertpub.com//doi/10.1089/cyber.2020.29196.editorial,,
130,Cyberintimacy: A Scoping Review of Technology-Mediated Romance in the Digital Age,https://www.liebertpub.com//doi/10.1089/cyber.2019.0764,,
131,Virtual Reality as a Medium to Elicit Empathy: A Meta-Analysis,https://www.liebertpub.com//doi/10.1089/cyber.2019.0681,,
132,COVID-19 Information Seeking on Digital Media and Preventive Behaviors: The Mediation Role of Worry,https://www.liebertpub.com//doi/10.1089/cyber.2020.0250,,
133,An ?œEmpathy Machine??or a ?œJust-for-the-Fun-of-It??Machine? Effects of Immersion in Nonfiction 360-Video Stories on Empathy and Enjoyment,https://www.liebertpub.com//doi/10.1089/cyber.2019.0665,,
134,How Social Cues in Virtual Assistants Influence Concerns and Persuasion: The Role of Voice and a Human Name,https://www.liebertpub.com//doi/10.1089/cyber.2019.0205,,
135,Examining Identity Shift Effects in Virtual Reality,https://www.liebertpub.com//doi/10.1089/cyber.2020.0010,,
136,Short-Term Prosocial Video Game Exposure Influences Attentional Bias Toward Prosocial Stimuli,https://www.liebertpub.com//doi/10.1089/cyber.2019.0745,,
137,"Why Do People Browse and Post on WeChat Moments? Relationships among Fear of Missing Out, Strategic Self-Presentation, and Online Social Anxiety",https://www.liebertpub.com//doi/10.1089/cyber.2019.0654,,
138,Feasibility of a Virtual Reality Program in Managing Test Anxiety: A Pilot Study,https://www.liebertpub.com//doi/10.1089/cyber.2019.0651,,
139,Perceive 3D: Augmented Reality Software Kicks Off a New Phase in Knee Surgery and Rehabilitation,https://www.liebertpub.com//doi/10.1089/cyber.2020.29197.ceu,,
140,"Introduction: Abstracts from the 25th Anniversary International CyberPsychology, CyberTherapy & Social Networking Conference",https://www.liebertpub.com//doi/10.1089/cyber.2020.29198.cypsy,,
141,Forging Stronger Bonds Through Technology: How Virtual Reality Can Instill Empathy,https://www.liebertpub.com//doi/10.1089/cyber.2020.29193.bkw,,
142,Social Media and Social Organizing: From Pandemic to Protests,https://www.liebertpub.com//doi/10.1089/cyber.2020.0461,,
143,Positive Technology and COVID-19,https://www.liebertpub.com//doi/10.1089/cyber.2020.29194.gri,,
144,Online Celebrity Bashing: Purely Relaxation or Stressful Confrontation? An Experimental Study on the Effects of Exposure to Online Celebrity Bashing on the Emotional Responses and Physiological Arousal Among Adolescent Bystanders,https://www.liebertpub.com//doi/10.1089/cyber.2019.0642,,
145,A Cyberterrorism Effect? Emotional Reactions to Lethal Attacks on Critical Infrastructure,https://www.liebertpub.com//doi/10.1089/cyber.2019.0692,,
146,Predicting Engagement in Electronic Surveillance in Romantic Relationships,https://www.liebertpub.com//doi/10.1089/cyber.2019.0424,,
147,Social Media Markers to Identify Fathers at Risk of Postpartum Depression: A Machine Learning Approach,https://www.liebertpub.com//doi/10.1089/cyber.2019.0746,,
148,"Impact of Problematic Smartphone Use on Mental Health of Adolescent Students: Association with Mood, Symptoms of Depression, and Physical Activity",https://www.liebertpub.com//doi/10.1089/cyber.2019.0257,,
149,Predicting the Intention to Use Cybercounseling Among Chinese Adolescents: An Extended Theory of Planned Behavior,https://www.liebertpub.com//doi/10.1089/cyber.2019.0775,,
150,Virtual Reality Aids Game Navigation: Evidence from the Hypertext Lostness Measure,https://www.liebertpub.com//doi/10.1089/cyber.2019.0435,,
151,An Exploratory Study of Adolescents' Social Media Sharing of Marijuana-Related Content,https://www.liebertpub.com//doi/10.1089/cyber.2019.0721,,
152,"Gaming and Gaming Disorder: A Mediation Model Gender, Salience, Age of Gaming Onset, and Time Spent Gaming",https://www.liebertpub.com//doi/10.1089/cyber.2019.0445,,
153,COVID Feel Good: A Free VR Self-Help Solution for Providing Stress Management and Social Support During the COVID-19 Pandemic,https://www.liebertpub.com//doi/10.1089/cyber.2020.29195.ceu,,
154,Turning to Faith and Technology During the Coronavirus Disease 2019 Crisis,https://www.liebertpub.com//doi/10.1089/cyber.2020.29191.bkw,,
155,"Call for Special Issue Papers: Digital Romance and Dating, Including COVID-19 Pandemic-Related Impacts",https://www.liebertpub.com//doi/10.1089/cyber.2020.29190.cfp2,,
156,A Scoping Review Identifying the Need for Quality Research on the Use of Virtual Reality in Workplace Settings for Stress Management,https://www.liebertpub.com//doi/10.1089/cyber.2019.0287,,
157,Effects of Social Grooming on Incivility in COVID-19,https://www.liebertpub.com//doi/10.1089/cyber.2020.0201,,
158,Does Digital Detox Work? Exploring the Role of Digital Detox Applications for Problematic Smartphone Use and Well-Being of Young Adults Using Multigroup Analysis,https://www.liebertpub.com//doi/10.1089/cyber.2019.0578,,
159,"Internet-Risk Classes of Adolescents, Dispositional Mindfulness and Health-Related Quality of Life: A Mediational Model",https://www.liebertpub.com//doi/10.1089/cyber.2019.0705,,
160,Transcranial Direct Current Stimulation Effect on Virtual Hand Illusion,https://www.liebertpub.com//doi/10.1089/cyber.2019.0741,,
161,Challenging the Concept of Smartphone Addiction: An Empirical Pilot Study of Smartphone Usage Patterns and Psychological Well-Being,https://www.liebertpub.com//doi/10.1089/cyber.2019.0719,,
162,The Gendered Nature and Malleability of Gamer Stereotypes,https://www.liebertpub.com//doi/10.1089/cyber.2019.0577,,
163,Feedback Sensitivity as a Mediator of the Relationship Between Attachment Anxiety and Problematic Facebook Use,https://www.liebertpub.com//doi/10.1089/cyber.2019.0560,,
164,Cultural Influences on Perceptions of Emotions Depicted in Emojis,https://www.liebertpub.com//doi/10.1089/cyber.2020.0024,,
165,Associations Between Cybervictimization and Well-Being in Emerging Adulthood,https://www.liebertpub.com//doi/10.1089/cyber.2019.0733,,
166,SAGE: Systemic Action for Gender Equality,https://www.liebertpub.com//doi/10.1089/cyber.2020.29192.ceu,,
167,Connecting Through Technology During the Coronavirus Disease 2019 Pandemic: Avoiding ?œZoom Fatigue??,https://www.liebertpub.com//doi/10.1089/cyber.2020.29188.bkw,,
168,"Call for Special Issue Papers: Digital Romance and Dating, Including COVID-19 Pandemic-Related Impacts",https://www.liebertpub.com//doi/10.1089/cyber.2020.29190.cfp,,
169,Call for Special Issue Papers: The Human Aspects of Cybersecurity,https://www.liebertpub.com//doi/10.1089/cyber.2020.29184.cfp3,,
170,High Esteem and Hurting Others Online: Trait Sadism Moderates the Relationship Between Self-Esteem and Internet Trolling,https://www.liebertpub.com//doi/10.1089/cyber.2019.0652,,
171,Anxiously Searching for Love (Among Other Things): Attachment Orientation and Mobile Dating Application Users' Motives and Outcomes,https://www.liebertpub.com//doi/10.1089/cyber.2019.0542,,
172,"Video Game Use, Acceptance, and Relationship Experiences: A Moderated Actor-Partner Interdependence Model",https://www.liebertpub.com//doi/10.1089/cyber.2019.0258,,
173,"Fear of Missing Out Predicts Employee Information Security Awareness Above Personality Traits, Age, and Gender",https://www.liebertpub.com//doi/10.1089/cyber.2019.0703,,
174,Mobile Technologies and Their Relationship to Children's Ability to Read Nonverbal Emotional Cues: A Cross-Temporal Comparison,https://www.liebertpub.com//doi/10.1089/cyber.2019.0174,,
175,Using Virtual Agents and Activity Monitors to Autonomously Track and Assess Self-Determined Physical Activity Among Young Children: A 6-Week Feasibility Field Study,https://www.liebertpub.com//doi/10.1089/cyber.2019.0491,,
176,Crosscultural Measurement Invariance of the Internet Addiction Test-Revised (IAT-R) Among Japanese and Filipino University Students,https://www.liebertpub.com//doi/10.1089/cyber.2019.0360,,
177,Hostility Is Associated with Self-Reported Cognitive and Social Benefits Across Massively Multiplayer Online Role-Playing Game Player Roles,https://www.liebertpub.com//doi/10.1089/cyber.2019.0349,,
178,Social Anxiety Can Be Triggered by 360-Degree Videos in Virtual Reality: A Pilot Study Exploring Fear of Shopping,https://www.liebertpub.com//doi/10.1089/cyber.2019.0295,,
179,PROMISE: PROMoting youth Involvement and Social Engagement,https://www.liebertpub.com//doi/10.1089/cyber.2020.29189.ceu,,
180,Children's Screen Time During the COVID-19 Pandemic: Boundaries and Etiquette,https://www.liebertpub.com//doi/10.1089/cyber.2020.29185.bkw,,
181,"Smartphones and Children: Relationships, Regulation, and Reasoning",https://www.liebertpub.com//doi/10.1089/cyber.2020.29186.jsr,,
182,Are Parents Less Responsive to Young Children When They Are on Their Phones? A Systematic Naturalistic Observation Study,https://www.liebertpub.com//doi/10.1089/cyber.2019.0472,,
183,Relationship Between Family Technoference and Behavior Problems in Children Aged 4?? Years,https://www.liebertpub.com//doi/10.1089/cyber.2019.0512,,
184,Prenatal Predictors of Media Use During Infancy,https://www.liebertpub.com//doi/10.1089/cyber.2019.0477,,
185,"Longitudinal Associations Between Early Childhood Externalizing Behavior, Parenting Stress, and Child Media Use",https://www.liebertpub.com//doi/10.1089/cyber.2019.0478,,
